user_id,first_name,last_name,phone,address,city_id
93,Lantar,Mangunsong,+62 (029) 948 4908,Jalan Kutisari Selatan No. 48,3172
94,Dian,Sirait,(0162) 629-8393,Jl. M.H Thamrin No. 291,3175
95,Yuliana,Usada,(061) 742-6853,Jl. Moch. Toha No. 796,3174
96,Darimin,Puspasari,083 114 0899,Gg. Setiabudhi No. 9,3273
97,Lintang,Hutapea,+62-0629-074-7196,Jalan Ahmad Yani No. 930,3173
98,Daliono,Marpaung,(0546) 589-9743,Gang Cikutra Timur No. 19,7371
99,Belinda,Hakim,+62 (263) 104 5291,Gg. Jamika No. 201,3171
100,Gandi,Pudjiastuti,+62 (083) 421 8931,Gg. Rawamangun No. 95,3578
101,Ghaliyati,Yuniar,0882246791,Jalan Cihampelas No. 460,3573
102,Cinthia,Suartini,+62 (073) 923 1612,Jalan Antapani Lama No. 535,3173
103,Maida,Rahmawati,+62 (064) 461-0638,Jl. Gedebage Selatan No. 33,3471
104,Kambali,Latupono,(0126) 098-6979,Jl. Suniaraja No. 8,3173
105,Reksa,Marbun,+62-049-208-8895,Jl. Laswi No. 772,3171
106,Kayla,Latupono,085 636 4277,Gang Jayawijaya No. 657,1371
107,Dadap,Maulana,(0200) 014-2313,Jalan Ciumbuleuit No. 2,3471
108,Agnes,Pradana,0858344678,Gg. Antapani Lama No. 3,1375
109,Sari,Kuswandari,+62 (011) 592-5431,Gg. Pasir Koja No. 9,6471
110,Sabar,Hastuti,+62 (55) 706 2731,Jalan Indragiri No. 271,3171
111,Wage,Jailani,+62 (052) 898-8379,Gang Gedebage Selatan No. 3,3578
112,Digdaya,Firmansyah,+62 (07) 740 7329,Gg. Kendalsari No. 499,3175
113,Tami,Pradana,+62 (82) 710-9478,Jl. Pasteur No. 113,3573
114,Gamanto,Puspita,+62 (26) 262 0419,Gang Lembong No. 83,6472
115,Darimin,Prastuti,+62 (060) 317-5712,Jl. Abdul Muis No. 39,5171
116,Galang,Wulandari,(042) 321 3418,Jl. Dipenogoro No. 87,3175
117,Mahesa,Natsir,(0424) 130 4101,Jl. Moch. Toha No. 547,5171
118,Hari,Nugroho,(0397) 022-5146,Gang Rajiman No. 8,3273
119,Jefri,Simbolon,(091) 710 8536,Jl. Pasirkoja No. 79,3174
120,Irnanto,Saefullah,+62 (080) 218-0794,Gg. Jend. A. Yani No. 532,1371
121,Banawa,Pangestu,+62-471-467-1240,Jl. Abdul Muis No. 205,6472
122,Jais,Firgantoro,+62-010-038-5115,Gg. Ciwastra No. 3,6471
123,Dalima,Mustofa,+62 (0788) 558-1335,Jl. Joyoboyo No. 52,3174
124,Kenes,Prasetyo,+62-356-671-9710,Gang Antapani Lama No. 858,3573
125,Soleh,Pradipta,087 269 7028,Gang H.J Maemunah No. 36,3273
126,Darmaji,Uyainah,+62-90-407-8369,Jl. Ciwastra No. 45,3175
127,Nilam,Hidayanto,+62 (098) 840-5298,Jalan Veteran No. 48,1375
128,Darmanto,Saefullah,(093) 969-5425,Jalan Raya Ujungberung No. 716,7371
129,Karya,Anggraini,(0899) 938-7181,Gg. Gedebage Selatan No. 4,5171
130,Tugiman,Wastuti,+62 (0936) 020 9424,Gang Erlangga No. 3,3471
131,Nalar,Nashiruddin,(054) 721-2547,Jl. Lembong No. 3,3174
132,Kemba,Nasyidah,+62-044-494-5428,Gang Pasirkoja No. 1,1375
133,Usyi,Putra,+62 (027) 922-3632,Gg. Kiaracondong No. 10,3173
134,Okta,Prabowo,+62 (02) 748-7897,Jl. KH Amin Jasuta No. 60,3174
135,Janet,Wasita,+62 (0061) 013 3212,Gang Bangka Raya No. 46,3172
136,Digdaya,Aryani,084 880 2216,Jl. Bangka Raya No. 92,1371
137,Irnanto,Napitupulu,(030) 502-9359,Jalan Ir. H. Djuanda No. 9,1371
138,Puji,Safitri,+62 (040) 166-0070,Gg. BKR No. 1,3171
139,Juli,Firmansyah,+62 (123) 481-1623,Gang Kebonjati No. 8,3578
140,Maman,Suwarno,+62 (0180) 036-9652,Gang Rajawali Barat No. 8,3175
141,Kambali,Puspita,+62 (95) 643-4796,Gang Pasirkoja No. 57,6471
142,Gara,Sitompul,+62 (0097) 345 1464,Gang Cikapayang No. 36,3471
143,Purwadi,Manullang,+62 (72) 309-6277,Gang PHH. Mustofa No. 295,3578
144,Irma,Lailasari,(0724) 037 4282,Gg. Tebet Barat Dalam No. 9,1375
145,Niyaga,Nugroho,(0932) 119-8577,Jl. Pasir Koja No. 33,3573
146,Sidiq,Sirait,+62 (25) 665-4987,Jalan Pasirkoja No. 701,3273
147,Ina,Wijayanti,+62-0792-368-6655,Jalan Waringin No. 572,3471
148,Kayla,Saefullah,(0504) 017-1936,Jalan Cihampelas No. 134,5171
149,Hamima,Situmorang,+62 (014) 213-9494,Gang Merdeka No. 7,6472
150,Hana,Wahyudin,0819284584,Jl. Dipatiukur No. 21,5171
151,Ibrahim,Kuswoyo,081 094 0431,Jl. Merdeka No. 32,3175
152,Vega,Lailasari,(0278) 109 7972,Gg. Pasir Koja No. 876,1371
153,Asmuni,Waluyo,+62 (504) 075 2190,Gg. R.E Martadinata No. 2,3173
154,Maryadi,Prasetyo,+62 (857) 647-2797,Jalan BKR No. 677,3273
155,Kanda,Rajata,+62-089-151-1048,Jalan Joyoboyo No. 124,3172
156,Galih,Usada,(064) 396-1381,Jalan W.R. Supratman No. 4,3273
157,Nyana,Pangestu,+62 (054) 786-3149,Jl. Sentot Alibasa No. 3,3273
158,Rafi,Nashiruddin,(0437) 372 2780,Gg. Erlangga No. 9,7371
159,Rendy,Waskita,+62 (89) 571 5722,Gg. Medokan Ayu No. 57,6471
160,Baktianto,Yuliarti,082 755 6825,Gang Kendalsari No. 7,3175
161,Nardi,Napitupulu,+62 (053) 871-9363,Gang Kiaracondong No. 0,7371
162,Hani,Mahendra,+62-0109-051-1977,Jl. Bangka Raya No. 228,3173
163,Dimaz,Lailasari,+62 (0319) 413 8845,Gang Stasiun Wonokromo No. 76,3172
164,Zaenab,Hutasoit,0891644700,Jalan Ciwastra No. 7,3171
165,Yahya,Prasetyo,+62 (039) 093-5922,Gang Moch. Toha No. 56,3172
166,Vivi,Hassanah,+62-015-989-1835,Gg. BKR No. 10,6471
167,Nasim,Hassanah,+62-25-038-8104,Gang Merdeka No. 58,1375
168,Tirtayasa,Purnawati,(039) 966-6022,Jalan M.T Haryono No. 167,3174
169,Zelda,Melani,+62-013-348-4553,Gang HOS. Cokroaminoto No. 4,6472
170,Aisyah,Novitasari,(082) 694-9228,Gg. Peta No. 94,3273
171,Arsipatra,Agustina,+62 (062) 452 3231,Gang Gedebage Selatan No. 920,3172
172,Ibrahim,Hartati,(0665) 919 1341,Gang Pacuan Kuda No. 762,3471
173,Yance,Haryanti,+62-98-441-1832,Jalan Otto Iskandardinata No. 965,3172
174,Tirtayasa,Oktaviani,+62-012-275-7429,Jl. Ciumbuleuit No. 32,3173
175,Emil,Sihombing,+62 (57) 656-9255,Gg. Cikutra Barat No. 987,3471
176,Emas,Wibisono,(0376) 076 1645,Jl. Cikutra Timur No. 63,3171
177,Bakti,Mangunsong,(0096) 435-8086,Jalan Monginsidi No. 275,5171
178,Kamaria,Mayasari,+62 (91) 173 8892,Gg. Ciumbuleuit No. 56,3573
179,Legawa,Siregar,085 685 0220,Gg. Indragiri No. 51,6471
180,Prabawa,Sirait,(076) 893 8061,Gang Tubagus Ismail No. 1,1375
181,Lili,Wahyuni,0829030720,Gg. Ronggowarsito No. 34,3172
182,Opung,Oktaviani,(073) 191-4457,Gang Suryakencana No. 6,6471
183,Prayogo,Wibowo,+62 (261) 146 3113,Jalan Stasiun Wonokromo No. 93,3471
184,Perkasa,Mahendra,+62 (81) 748-3030,Gg. Cihampelas No. 5,3171
185,Saiful,Rahayu,+62 (043) 053 9275,Jl. Rumah Sakit No. 5,5171
186,Kala,Simanjuntak,+62 (493) 369 3524,Jl. Ronggowarsito No. 318,3471
187,Jayeng,Adriansyah,+62 (021) 471 5061,Gg. Kutisari Selatan No. 19,7371
188,Jamil,Permadi,(0271) 338 4166,Jl. Pasir Koja No. 713,3578
189,Jumadi,Iswahyudi,+62-84-651-0397,Gg. Tebet Barat Dalam No. 18,5171
190,Empluk,Prayoga,(0054) 227 8082,Gg. Gardujati No. 06,5171
191,Rafid,Rahmawati,+62-38-914-5697,Gang Gegerkalong Hilir No. 988,3175
192,Lembah,Purwanti,(071) 855-2711,Jl. Cempaka No. 8,1371
193,Cinthia,Gunawan,+62 (0709) 174-2093,Gg. Setiabudhi No. 041,3171
194,Jumari,Astuti,0864953312,Gg. Sadang Serang No. 0,5171
195,Wakiman,Mardhiyah,+62 (0828) 328 6837,Gang Ir. H. Djuanda No. 48,5171
196,Soleh,Anggriawan,+62 (0776) 628 3297,Jalan Sentot Alibasa No. 293,3173
197,Eko,Hutagalung,+62 (76) 173-5835,Gang Tebet Barat Dalam No. 352,3175
198,Indra,Mangunsong,+62-095-821-2139,Gg. Sukabumi No. 5,3573
199,Chandra,Laksmiwati,(0822) 345-0888,Gg. Raya Setiabudhi No. 6,3273
200,Gading,Marbun,(056) 093 5629,Jl. Rawamangun No. 8,1375
201,Ajimat,Kusumo,+62 (0858) 569-5873,Gang BKR No. 15,6472
202,Bakidin,Sihombing,(022) 996 8987,Gg. W.R. Supratman No. 173,3173
203,Eka,Simbolon,+62-30-951-5914,Gg. PHH. Mustofa No. 8,3573
204,Lurhur,Megantara,+62 (147) 958-8016,Jalan Rajiman No. 8,3573
205,Puji,Pangestu,(0618) 291 6724,Gang Pasteur No. 7,3174
206,Kemal,Prastuti,+62-699-345-0156,Gang Antapani Lama No. 17,3172
207,Paris,Simanjuntak,+62 (382) 584 4283,Jalan Sadang Serang No. 594,3174
208,Galar,Rahimah,+62-0571-035-1607,Gang Moch. Ramdan No. 7,3273
209,Ciaobella,Wahyuni,+62 (014) 257 2879,Gg. Cikutra Barat No. 64,3471
210,Emas,Waskita,+62-20-547-4990,Gang Pasirkoja No. 82,3175
211,Ibrahim,Kuswoyo,+62 (80) 363 0109,Jalan Dipatiukur No. 92,3175
212,Adikara,Napitupulu,+62 (754) 841-7313,Gang Jend. A. Yani No. 120,3172
213,Kambali,Suartini,081 820 2294,Gang Cihampelas No. 2,6471
214,Puspa,Sinaga,+62 (703) 714-8477,Gang Pacuan Kuda No. 9,1371
215,Mahmud,Prasetyo,+62-057-900-7086,Jalan Gedebage Selatan No. 5,3172
216,Cecep,Pratama,0861926431,Jl. S. Parman No. 278,3471
217,Ratih,Safitri,(0948) 245-3198,Gg. Setiabudhi No. 8,3174
218,Mitra,Puspita,+62-333-135-7730,Jl. KH Amin Jasuta No. 13,3578
219,Kamal,Kuswandari,080 256 3746,Gang Jamika No. 654,6472
220,Warji,Hutagalung,+62 (091) 130 0582,Gg. Pasirkoja No. 61,1371
221,Opan,Nurdiyanti,(0816) 984-1383,Gang Kutisari Selatan No. 15,3573
222,Laksana,Anggraini,+62 (0299) 543-8879,Jl. Ronggowarsito No. 7,6471
223,Agus,Permadi,(008) 240-1904,Jalan Rajiman No. 674,3172
224,Karsana,Andriani,+62 (0939) 705 7331,Gang Kiaracondong No. 47,3172
225,Suci,Ramadan,0818291981,Gg. Stasiun Wonokromo No. 091,6471
226,Ani,Saptono,+62 (0545) 976 0345,Jl. Pasteur No. 729,3273
227,Rini,Hakim,+62 (68) 301-1628,Jl. Peta No. 403,3471
228,Bakda,Sitompul,+62 (0864) 018-2308,Gg. Kutisari Selatan No. 90,6471
229,Limar,Haryanto,087 350 5426,Gg. Suryakencana No. 91,3174
230,Mala,Astuti,(097) 719-9258,Jl. Laswi No. 12,5171
231,Unggul,Suwarno,+62 (59) 960 1282,Gang Waringin No. 23,3471
232,Artanto,Prayoga,+62-85-154-0021,Gang Dipatiukur No. 1,3171
233,Kadir,Purnawati,+62 (70) 448-2321,Gg. Kutai No. 5,3173
234,Sadina,Kurniawan,+62 (93) 868 4068,Jl. Ciwastra No. 08,5171
235,Omar,Pranowo,+62 (024) 831 8006,Gg. Sukabumi No. 6,7371
236,Rahmat,Pertiwi,(0551) 271 8232,Jalan Ronggowarsito No. 61,3174
237,Luluh,Nugroho,+62-141-082-3058,Gang Sentot Alibasa No. 140,1371
238,Amalia,Marbun,+62 (64) 063 8639,Gang Jamika No. 33,3175
239,Gara,Wibowo,+62 (35) 653 3366,Jl. Cikutra Timur No. 1,3172
240,Embuh,Prastuti,+62 (32) 486 3963,Gang Sadang Serang No. 64,3273
241,Gawati,Tampubolon,+62 (036) 916-8254,Gang Gardujati No. 8,1375
242,Pia,Nasyiah,+62-40-760-5185,Gg. Monginsidi No. 98,3172
243,Oman,Putra,+62 (075) 409-3016,Jalan Kutai No. 8,3573
244,Luthfi,Kusumo,+62 (61) 634 8593,Gg. Kendalsari No. 777,3175
245,Balijan,Uyainah,+62 (0009) 189-4517,Gang Joyoboyo No. 355,3171
246,Cengkir,Sihombing,+62 (182) 856 5905,Jalan H.J Maemunah No. 42,1371
247,Anita,Saptono,+62 (068) 977-1164,Gg. Jend. A. Yani No. 3,7371
248,Xanana,Thamrin,(0137) 911 8794,Gang Cihampelas No. 380,3173
249,Juli,Mandala,+62 (041) 456 7715,Jl. Astana Anyar No. 4,3578
250,Rika,Dabukke,+62 (374) 149-6709,Jalan Pasirkoja No. 47,3171
251,Gaman,Melani,+62-09-346-5457,Jalan M.H Thamrin No. 123,3174
252,Cahyanto,Mustofa,(040) 254 2104,Jl. Kebonjati No. 7,3573
253,Artawan,Mulyani,+62 (163) 493-3694,Gg. Kutisari Selatan No. 6,7371
254,Ridwan,Saputra,084 275 6556,Jl. Siliwangi No. 5,3172
255,Indra,Pertiwi,+62 (0134) 940-9968,Gang Lembong No. 129,3173
256,Amelia,Palastri,+62 (0939) 402 4075,Gg. Medokan Ayu No. 9,1375
257,Ulya,Winarsih,(0431) 778 2788,Jl. Ciumbuleuit No. 4,3578
258,Raihan,Megantara,(097) 030-3264,Jl. S. Parman No. 075,6471
259,Yunita,Setiawan,+62 (905) 245 4620,Gang R.E Martadinata No. 27,3174
260,Rangga,Latupono,(009) 411 7311,Gg. Ir. H. Djuanda No. 9,3173
261,Hardi,Prastuti,(097) 435 9218,Gang Rajiman No. 233,1371
262,Galiono,Winarsih,(0910) 375 9825,Jalan M.H Thamrin No. 219,1371
263,Maimunah,Padmasari,+62 (99) 984-8444,Gang Dr. Djunjunan No. 431,3273
264,Chandra,Simbolon,+62 (773) 787-6645,Jalan Rawamangun No. 3,3171
265,Maria,Mandasari,+62 (562) 133 2886,Jl. Kapten Muslihat No. 090,3273
266,Asirwanda,Putra,+62 (079) 926 0123,Gg. Cihampelas No. 55,3471
267,Mustofa,Tamba,+62 (007) 501-1684,Gang Rajiman No. 4,3174
268,Timbul,Permata,+62 (805) 874 8262,Jalan Tebet Barat Dalam No. 04,3175
269,Salman,Puspita,088 438 3104,Jalan Waringin No. 930,1371
270,Uchita,Pertiwi,+62-690-549-0651,Gang Ciumbuleuit No. 03,3273
271,Wakiman,Santoso,+62 (0028) 309-5287,Gg. Kebonjati No. 673,6472
272,Jayeng,Mardhiyah,(0793) 153-9541,Jalan Dipenogoro No. 72,7371
273,Hamzah,Melani,+62 (0823) 448 6528,Gg. Ahmad Dahlan No. 468,3175
274,Aurora,Marpaung,0876135825,Gang Jend. Sudirman No. 9,3471
275,Edi,Prasasta,+62 (13) 210-9763,Gang Sukabumi No. 5,3172
276,Darmana,Tamba,(0698) 719 8102,Gg. Kutai No. 260,3273
277,Shania,Sirait,0876336806,Jl. Joyoboyo No. 4,3578
278,Najib,Maulana,(0049) 712-4113,Jl. Monginsidi No. 119,6471
279,Gilang,Melani,0816591016,Gang R.E Martadinata No. 886,3174
280,Carla,Natsir,(0789) 827-1733,Jalan Tubagus Ismail No. 935,6472
281,Irsad,Yuliarti,(087) 604 0183,Jalan Joyoboyo No. 8,3573
282,Rahmat,Pratiwi,+62 (236) 089-1586,Gang Yos Sudarso No. 420,3175
283,Hilda,Zulkarnain,+62 (72) 353 3157,Gg. Suniaraja No. 35,6472
284,Fitriani,Rahayu,+62-94-646-3352,Gg. Gegerkalong Hilir No. 77,3171
285,Balapati,Mayasari,+62 (885) 549-8090,Gang Siliwangi No. 644,3171
286,Kenzie,Sihombing,(058) 661-8716,Jalan Sukabumi No. 472,1371
287,Warta,Manullang,+62 (0443) 789 8710,Jalan Rajiman No. 62,6472
288,Purwa,Irawan,+62 (707) 684-7480,Jalan Moch. Ramdan No. 6,3273
289,Danuja,Yuniar,(053) 624-9769,Gang S. Parman No. 77,3578
290,Rangga,Simbolon,+62 (073) 121 0679,Gg. Ronggowarsito No. 6,3175
291,Eluh,Halimah,+62 (25) 598-1919,Gg. Merdeka No. 49,3171
292,Unjani,Simanjuntak,+62 (81) 322-6616,Jalan Dipenogoro No. 968,3273
293,Nyana,Manullang,(095) 987 4297,Jalan Kutisari Selatan No. 32,3273
294,Candrakanta,Wijayanti,(062) 537 0412,Jl. Raya Ujungberung No. 863,3171
295,Cakrabirawa,Salahudin,+62 (435) 336-4966,Jalan Rumah Sakit No. 363,1375
296,Mahfud,Winarsih,082 678 3809,Jl. Waringin No. 91,3171
297,Eva,Yuliarti,+62-881-906-1747,Jl. Ronggowarsito No. 40,3171
298,Dadi,Wastuti,+62 (93) 552-9998,Jalan Rajiman No. 779,3172
299,Ana,Pradipta,+62-001-685-7583,Jl. Tubagus Ismail No. 2,6471
300,Mutia,Handayani,+62 (437) 293 7756,Jl. Moch. Toha No. 537,7371
301,Gangsar,Nashiruddin,+62 (673) 808 9581,Gg. Merdeka No. 281,5171
302,Jayeng,Suartini,0811017187,Gg. Surapati No. 5,3273
303,Padma,Puspasari,087 384 3576,Gg. Kendalsari No. 04,3172
304,Ibrahim,Budiyanto,+62 (619) 500-0791,Gg. Laswi No. 4,3172
305,Nugraha,Permata,(0567) 085 1995,Gang Antapani Lama No. 30,3273
306,Sarah,Marbun,+62 (0138) 980 7516,Gg. Sukabumi No. 9,6471
307,Bajragin,Uwais,(0793) 838 3946,Gang Ir. H. Djuanda No. 443,3471
308,Kamidin,Haryanti,(000) 265 0153,Gang Rungkut Industri No. 845,1375
309,Juli,Siregar,+62-044-762-7146,Jalan Waringin No. 71,5171
310,Tina,Pradipta,+62 (063) 653-9704,Gg. Yos Sudarso No. 9,3172
311,Galuh,Nurdiyanti,(0787) 677-4534,Gg. Bangka Raya No. 73,3173
312,Karma,Megantara,+62-0133-039-8657,Gang Lembong No. 12,3573
313,Nurul,Mansur,(0393) 891 5609,Gang Astana Anyar No. 0,3573
314,Cengkir,Wibisono,+62 (521) 552 2935,Jalan Kebonjati No. 9,3273
315,Gilang,Pradana,+62 (0477) 781 6021,Gang Lembong No. 0,7371
316,Warta,Waluyo,+62 (31) 941 4155,Gg. W.R. Supratman No. 6,1371
317,Oni,Haryanto,+62 (077) 045-9988,Jalan Kendalsari No. 029,3573
318,Cawuk,Nurdiyanti,+62-0648-364-4238,Jalan Dipenogoro No. 50,3172
319,Simon,Saputra,+62 (048) 210-4682,Jalan PHH. Mustofa No. 475,5171
320,Virman,Sihombing,+62-87-125-1447,Jl. Wonoayu No. 6,3175
321,Timbul,Najmudin,+62 (0231) 269-9171,Gang Moch. Toha No. 15,6471
322,Belinda,Wasita,+62 (0710) 628-1828,Jalan Jakarta No. 2,3175
323,Martaka,Wahyuni,+62-0277-601-7977,Jalan Lembong No. 908,5171
324,Martana,Suryatmi,(074) 907-8827,Jalan Gedebage Selatan No. 20,3578
325,Bahuraksa,Wahyuni,0822395374,Gang Pasteur No. 9,6471
326,Pia,Rajata,+62-0398-645-6052,Jalan Kebonjati No. 679,6472
327,Mitra,Hasanah,+62 (47) 404-4506,Jalan Lembong No. 6,6471
328,Abyasa,Hartati,+62 (0179) 076 2029,Gg. Peta No. 83,6471
329,Liman,Puspita,+62 (0774) 929 5760,Jalan PHH. Mustofa No. 8,1375
330,Parman,Sirait,088 171 3576,Jl. Gardujati No. 684,3173
